==PROF== Connected to process 3417219 (/home/inseo764/instruction-roofline-spmm/build/NCU_spmm_Ginkgo)
Validation successful!

===========================
Input File: ./dataset/bottleneck_1_block_group_projection_block_group2.smtx
Output File: result/Ginkgo_results.csv
Repetitions: 0
M, N, K: 128, 128, 256
Density: 0.299988
NNZ: 9830
MU: 76.7969
MAX: 94
STD_NNZ: 7.49307
MAX_MU: 17.2031
AVE_BW: 249
STD_BW: 4.86216

===========================
cuSPARSE Time: 0 seconds
cuSPARSE Error: 0
cuSPARSE Result: SUCCESS

===========================
Ginkgo Time: inf seconds
Ginkgo Error: 0
Ginkgo Result: SUCCESS

===========================
Kokkos Time: 0 seconds
Kokkos Error: 0
Kokkos Result: SUCCESS

===========================
Winner: cuSPARSE
Winner Time: 0 seconds
===========================
==PROF== Disconnected from process 3417219
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","dram__sectors_read.sum","sector","84"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","dram__sectors_write.sum","sector","0"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum","","0"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum","","0"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum","sector","0"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum","sector","1"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sectors_op_read.sum","sector","918"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sectors_op_write.sum","sector","130"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed.sum","inst","134"
"0","3417219","NCU_spmm_Ginkgo","127.0.0.1","void generic_kernel_1d<void components::fill_array<int>(std::shared_ptr<const CudaExecutor>, T1 *, unsigned long, T1)::[lambda(T1, T2, T3) (instance 1)], int *, int>(long, T1, T2...)","1","7","(512, 1, 1)","(1, 1, 1)","0","8.9","Command line profiler metrics","smsp__inst_executed_op_global_ld.sum","inst","0"
